Analyzer,AllFunctions,DeadFunctions,PredictedDeadFunctions,TrueDeadFunctions(TP),AliveFunctions,PredictedAliveFunctions,TrueAliveFunctions,Accuracy,Precision,Recall,Fscore
static nativecalls dynamic tajs acg,229,108,42,41,121,187,119,0.69868995633187769290,0.97619047619047616404,0.37614678899082570895,0.54304635761589403753
static nativecalls dynamic acg,229,108,42,41,121,187,119,0.69868995633187769290,0.97619047619047616404,0.37614678899082570895,0.54304635761589403753
static nativecalls closure_compiler,229,108,167,99,121,62,52,0.65938864628820959002,0.59281437125748503991,0.90825688073394494904,0.71739130434782616419
static nativecalls closure_compiler npm_cg,229,108,163,97,121,66,54,0.65938864628820959002,0.59509202453987730674,0.88990825688073393884,0.71323529411764707842
static nativecalls closure_compiler npm_cg tajs,229,108,163,97,121,66,54,0.65938864628820959002,0.59509202453987730674,0.88990825688073393884,0.71323529411764707842
static nativecalls closure_compiler npm_cg tajs acg,229,108,51,39,121,178,108,0.64192139737991271708,0.76470588235294112422,0.35779816513761469876,0.48749999999999993339
static nativecalls closure_compiler npm_cg acg,229,108,51,39,121,178,108,0.64192139737991271708,0.76470588235294112422,0.35779816513761469876,0.48749999999999993339
static nativecalls closure_compiler tajs,229,108,167,99,121,62,52,0.65938864628820959002,0.59281437125748503991,0.90825688073394494904,0.71739130434782616419
static nativecalls closure_compiler tajs acg,229,108,51,39,121,178,108,0.64192139737991271708,0.76470588235294112422,0.35779816513761469876,0.48749999999999993339
static nativecalls closure_compiler acg,229,108,51,39,121,178,108,0.64192139737991271708,0.76470588235294112422,0.35779816513761469876,0.48749999999999993339
static nativecalls npm_cg,229,108,177,100,121,52,43,0.62445414847161573313,0.56497175141242939045,0.91743119266055050964,0.69930069930069937989
static nativecalls npm_cg tajs,229,108,177,100,121,52,43,0.62445414847161573313,0.56497175141242939045,0.91743119266055050964,0.69930069930069937989
static nativecalls npm_cg tajs acg,229,108,55,41,121,174,106,0.64192139737991271708,0.74545454545454548079,0.37614678899082570895,0.50000000000000000000
static nativecalls npm_cg acg,229,108,55,41,121,174,106,0.64192139737991271708,0.74545454545454548079,0.37614678899082570895,0.50000000000000000000
static nativecalls tajs,229,108,192,105,121,37,33,0.60262008733624450318,0.54687500000000000000,0.96330275229357797961,0.69767441860465118086
static nativecalls tajs acg,229,108,55,41,121,174,106,0.64192139737991271708,0.74545454545454548079,0.37614678899082570895,0.50000000000000000000
static nativecalls acg,229,108,55,41,121,174,106,0.64192139737991271708,0.74545454545454548079,0.37614678899082570895,0.50000000000000000000
static dynamic,229,108,111,105,121,118,114,0.95633187772925765113,0.94594594594594594295,0.96330275229357797961,0.95454545454545458583
static dynamic closure_compiler,229,108,100,99,121,129,119,0.95196506550218340514,0.98999999999999999112,0.90825688073394494904,0.94736842105263163738
static dynamic closure_compiler npm_cg,229,108,98,97,121,131,119,0.94323144104803491317,0.98979591836734692745,0.88990825688073393884,0.93719806763285029572
