Analyzer,AllFunctions,DeadFunctions,PredictedDeadFunctions,TrueDeadFunctions(TP),AliveFunctions,PredictedAliveFunctions,TrueAliveFunctions,Accuracy,Precision,Recall,Fscore
nativecalls closure_compiler,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls closure_compiler wala,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls closure_compiler wala npm_cg,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls closure_compiler wala npm_cg tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls closure_compiler wala npm_cg tajs acg,127,47,50,31,80,77,61,0.7244,0.6200,0.7625,0.6839
nativecalls closure_compiler wala npm_cg acg,127,47,50,31,80,77,61,0.7244,0.6200,0.7625,0.6839
nativecalls closure_compiler wala tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls closure_compiler wala tajs acg,127,47,50,31,80,77,61,0.7244,0.6200,0.7625,0.6839
nativecalls closure_compiler wala acg,127,47,50,31,80,77,61,0.7244,0.6200,0.7625,0.6839
nativecalls closure_compiler npm_cg,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls closure_compiler npm_cg tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls closure_compiler npm_cg tajs acg,127,47,50,31,80,77,61,0.7244,0.6200,0.7625,0.6839
nativecalls closure_compiler npm_cg acg,127,47,50,31,80,77,61,0.7244,0.6200,0.7625,0.6839
nativecalls closure_compiler tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls closure_compiler tajs acg,127,47,50,31,80,77,61,0.7244,0.6200,0.7625,0.6839
nativecalls closure_compiler acg,127,47,50,31,80,77,61,0.7244,0.6200,0.7625,0.6839
nativecalls wala,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls wala npm_cg,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls wala npm_cg tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls wala npm_cg tajs acg,127,47,52,32,80,75,60,0.7244,0.6154,0.7500,0.6761
nativecalls wala npm_cg acg,127,47,52,32,80,75,60,0.7244,0.6154,0.7500,0.6761
nativecalls wala tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls wala tajs acg,127,47,52,32,80,75,60,0.7244,0.6154,0.7500,0.6761
nativecalls wala acg,127,47,52,32,80,75,60,0.7244,0.6154,0.7500,0.6761
nativecalls npm_cg,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls npm_cg tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls npm_cg tajs acg,127,47,52,32,80,75,60,0.7244,0.6154,0.7500,0.6761
nativecalls npm_cg acg,127,47,52,32,80,75,60,0.7244,0.6154,0.7500,0.6761
nativecalls tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
nativecalls tajs acg,127,47,52,32,80,75,60,0.7244,0.6154,0.7500,0.6761
nativecalls acg,127,47,52,32,80,75,60,0.7244,0.6154,0.7500,0.6761
closure_compiler,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
closure_compiler wala,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
closure_compiler wala npm_cg,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
closure_compiler wala npm_cg tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
closure_compiler wala npm_cg tajs acg,127,47,55,33,80,72,58,0.7165,0.6000,0.7250,0.6566
closure_compiler wala npm_cg acg,127,47,55,33,80,72,58,0.7165,0.6000,0.7250,0.6566
closure_compiler wala tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
closure_compiler wala tajs acg,127,47,55,33,80,72,58,0.7165,0.6000,0.7250,0.6566
closure_compiler wala acg,127,47,55,33,80,72,58,0.7165,0.6000,0.7250,0.6566
closure_compiler npm_cg,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
closure_compiler npm_cg tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
closure_compiler npm_cg tajs acg,127,47,55,33,80,72,58,0.7165,0.6000,0.7250,0.6566
closure_compiler npm_cg acg,127,47,55,33,80,72,58,0.7165,0.6000,0.7250,0.6566
closure_compiler tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
closure_compiler tajs acg,127,47,55,33,80,72,58,0.7165,0.6000,0.7250,0.6566
closure_compiler acg,127,47,55,33,80,72,58,0.7165,0.6000,0.7250,0.6566
wala,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
wala npm_cg,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
wala npm_cg tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
wala npm_cg tajs acg,127,47,57,34,80,70,57,0.7165,0.5965,0.7125,0.6494
wala npm_cg acg,127,47,57,34,80,70,57,0.7165,0.5965,0.7125,0.6494
wala tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
wala tajs acg,127,47,57,34,80,70,57,0.7165,0.5965,0.7125,0.6494
wala acg,127,47,57,34,80,70,57,0.7165,0.5965,0.7125,0.6494
npm_cg,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
npm_cg tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
npm_cg tajs acg,127,47,57,34,80,70,57,0.7165,0.5965,0.7125,0.6494
npm_cg acg,127,47,57,34,80,70,57,0.7165,0.5965,0.7125,0.6494
tajs,127,47,127,47,80,0,0,0.3701,0.3701,0.0000,0.0000
tajs acg,127,47,57,34,80,70,57,0.7165,0.5965,0.7125,0.6494
acg,127,47,57,34,80,70,57,0.7165,0.5965,0.7125,0.6494
