Analyzer,AllFunctions,DeadFunctions,PredictedDeadFunctions,TrueDeadFunctions(TP),AliveFunctions,PredictedAliveFunctions,TrueAliveFunctions,Accuracy,Precision,Recall,Fscore
wala npm_cg,128,52,128,52,76,0,0,0.4063,0.4063,0.0000,0.0000
wala npm_cg tajs,128,52,128,52,76,0,0,0.4063,0.4063,0.0000,0.0000
wala npm_cg tajs acg,128,52,58,38,76,70,56,0.7344,0.6552,0.7368,0.6936
wala npm_cg acg,128,52,58,38,76,70,56,0.7344,0.6552,0.7368,0.6936
wala tajs,128,52,128,52,76,0,0,0.4063,0.4063,0.0000,0.0000
wala tajs acg,128,52,58,38,76,70,56,0.7344,0.6552,0.7368,0.6936
wala acg,128,52,58,38,76,70,56,0.7344,0.6552,0.7368,0.6936
npm_cg,128,52,128,52,76,0,0,0.4063,0.4063,0.0000,0.0000
npm_cg tajs,128,52,128,52,76,0,0,0.4063,0.4063,0.0000,0.0000
npm_cg tajs acg,128,52,58,38,76,70,56,0.7344,0.6552,0.7368,0.6936
npm_cg acg,128,52,58,38,76,70,56,0.7344,0.6552,0.7368,0.6936
tajs,128,52,128,52,76,0,0,0.4063,0.4063,0.0000,0.0000
tajs acg,128,52,58,38,76,70,56,0.7344,0.6552,0.7368,0.6936
acg,128,52,58,38,76,70,56,0.7344,0.6552,0.7368,0.6936
