Analyzer,AllFunctions,DeadFunctions,PredictedDeadFunctions,TrueDeadFunctions(TP),AliveFunctions,PredictedAliveFunctions,TrueAliveFunctions,Accuracy,Precision,Recall,Fscore
closure_compiler acg,622,270,393,193,352,230,152,0.5547,0.4911,0.4318,0.4596
wala,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
wala npm_cg,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
wala npm_cg tajs,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
wala npm_cg tajs acg,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
wala npm_cg acg,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
wala tajs,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
wala tajs acg,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
wala acg,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
npm_cg,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
npm_cg tajs,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
npm_cg tajs acg,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
npm_cg acg,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
tajs,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
tajs acg,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
acg,622,270,622,270,352,0,0,0.4341,0.4341,0.0000,0.0000
