Analyzer,AllFunctions,DeadFunctions,PredictedDeadFunctions,TrueDeadFunctions(TP),AliveFunctions,PredictedAliveFunctions,TrueAliveFunctions,Accuracy,Precision,Recall,Fscore
dynamic closure_compiler acg,80,11,28,7,69,52,48,0.68750000000000000000,0.25000000000000000000,0.63636363636363635354,0.35897435897435897578
dynamic npm_cg,80,11,43,11,69,37,37,0.59999999999999997780,0.25581395348837210335,1.00000000000000000000,0.40740740740740744030
dynamic npm_cg tajs,80,11,43,11,69,37,37,0.59999999999999997780,0.25581395348837210335,1.00000000000000000000,0.40740740740740744030
dynamic npm_cg tajs acg,80,11,28,7,69,52,48,0.68750000000000000000,0.25000000000000000000,0.63636363636363635354,0.35897435897435897578
dynamic npm_cg acg,80,11,28,7,69,52,48,0.68750000000000000000,0.25000000000000000000,0.63636363636363635354,0.35897435897435897578
dynamic tajs,80,11,53,11,69,27,27,0.47499999999999997780,0.20754716981132076414,1.00000000000000000000,0.34375000000000005551
dynamic tajs acg,80,11,28,7,69,52,48,0.68750000000000000000,0.25000000000000000000,0.63636363636363635354,0.35897435897435897578
dynamic acg,80,11,28,7,69,52,48,0.68750000000000000000,0.25000000000000000000,0.63636363636363635354,0.35897435897435897578
closure_compiler,80,11,80,11,69,0,0,0.13750000000000001110,0.13750000000000001110,1.00000000000000000000,0.24175824175824178752
closure_compiler npm_cg,80,11,53,11,69,27,27,0.47499999999999997780,0.20754716981132076414,1.00000000000000000000,0.34375000000000005551
closure_compiler npm_cg tajs,80,11,53,11,69,27,27,0.47499999999999997780,0.20754716981132076414,1.00000000000000000000,0.34375000000000005551
closure_compiler npm_cg tajs acg,80,11,33,7,69,47,43,0.62500000000000000000,0.21212121212121212710,0.63636363636363635354,0.31818181818181817677
closure_compiler npm_cg acg,80,11,33,7,69,47,43,0.62500000000000000000,0.21212121212121212710,0.63636363636363635354,0.31818181818181817677
closure_compiler tajs,80,11,74,11,69,6,6,0.21249999999999999445,0.14864864864864865690,1.00000000000000000000,0.25882352941176473005
closure_compiler tajs acg,80,11,33,7,69,47,43,0.62500000000000000000,0.21212121212121212710,0.63636363636363635354,0.31818181818181817677
closure_compiler acg,80,11,33,7,69,47,43,0.62500000000000000000,0.21212121212121212710,0.63636363636363635354,0.31818181818181817677
npm_cg,80,11,53,11,69,27,27,0.47499999999999997780,0.20754716981132076414,1.00000000000000000000,0.34375000000000005551
npm_cg tajs,80,11,53,11,69,27,27,0.47499999999999997780,0.20754716981132076414,1.00000000000000000000,0.34375000000000005551
npm_cg tajs acg,80,11,33,7,69,47,43,0.62500000000000000000,0.21212121212121212710,0.63636363636363635354,0.31818181818181817677
npm_cg acg,80,11,33,7,69,47,43,0.62500000000000000000,0.21212121212121212710,0.63636363636363635354,0.31818181818181817677
tajs,80,11,74,11,69,6,6,0.21249999999999999445,0.14864864864864865690,1.00000000000000000000,0.25882352941176473005
tajs acg,80,11,33,7,69,47,43,0.62500000000000000000,0.21212121212121212710,0.63636363636363635354,0.31818181818181817677
acg,80,11,33,7,69,47,43,0.62500000000000000000,0.21212121212121212710,0.63636363636363635354,0.31818181818181817677
