Analyzer,AllFunctions,DeadFunctions,PredictedDeadFunctions,TrueDeadFunctions(TP),AliveFunctions,PredictedAliveFunctions,TrueAliveFunctions,Accuracy,Precision,Recall,Fscore
static nativecalls dynamic npm_cg acg,131,33,50,25,98,81,73,0.74809160305343513908,0.50000000000000000000,0.75757575757575756903,0.60240963855421691964
static nativecalls dynamic tajs,131,33,78,32,98,53,52,0.64122137404580148434,0.41025641025641024218,0.96969696969696972388,0.57657657657657657158
static nativecalls dynamic tajs acg,131,33,49,25,98,82,74,0.75572519083969469378,0.51020408163265307255,0.75757575757575756903,0.60975609756097559622
static nativecalls dynamic acg,131,33,50,25,98,81,73,0.74809160305343513908,0.50000000000000000000,0.75757575757575756903,0.60240963855421691964
static nativecalls closure_compiler,131,33,106,32,98,25,24,0.42748091603053434140,0.30188679245283017716,0.96969696969696972388,0.46043165467625901677
static nativecalls closure_compiler npm_cg,131,33,105,32,98,26,25,0.43511450381679389610,0.30476190476190478940,0.96969696969696972388,0.46376811594202904665
static nativecalls closure_compiler npm_cg tajs,131,33,103,32,98,28,27,0.45038167938931294998,0.31067961165048540995,0.96969696969696972388,0.47058823529411764053
static nativecalls closure_compiler npm_cg tajs acg,131,33,59,25,98,72,64,0.67938931297709925783,0.42372881355932201508,0.75757575757575756903,0.54347826086956518843
static nativecalls closure_compiler npm_cg acg,131,33,61,25,98,70,62,0.66412213740458014843,0.40983606557377050272,0.75757575757575756903,0.53191489361702137817
static nativecalls closure_compiler tajs,131,33,103,32,98,28,27,0.45038167938931294998,0.31067961165048540995,0.96969696969696972388,0.47058823529411764053
static nativecalls closure_compiler tajs acg,131,33,59,25,98,72,64,0.67938931297709925783,0.42372881355932201508,0.75757575757575756903,0.54347826086956518843
static nativecalls closure_compiler acg,131,33,61,25,98,70,62,0.66412213740458014843,0.40983606557377050272,0.75757575757575756903,0.53191489361702137817
static nativecalls npm_cg,131,33,105,32,98,26,25,0.43511450381679389610,0.30476190476190478940,0.96969696969696972388,0.46376811594202904665
static nativecalls npm_cg tajs,131,33,103,32,98,28,27,0.45038167938931294998,0.31067961165048540995,0.96969696969696972388,0.47058823529411764053
static nativecalls npm_cg tajs acg,131,33,59,25,98,72,64,0.67938931297709925783,0.42372881355932201508,0.75757575757575756903,0.54347826086956518843
static nativecalls npm_cg acg,131,33,61,25,98,70,62,0.66412213740458014843,0.40983606557377050272,0.75757575757575756903,0.53191489361702137817
static nativecalls tajs,131,33,103,32,98,28,27,0.45038167938931294998,0.31067961165048540995,0.96969696969696972388,0.47058823529411764053
static nativecalls tajs acg,131,33,59,25,98,72,64,0.67938931297709925783,0.42372881355932201508,0.75757575757575756903,0.54347826086956518843
static nativecalls acg,131,33,61,25,98,70,62,0.66412213740458014843,0.40983606557377050272,0.75757575757575756903,0.53191489361702137817
static dynamic,131,33,80,32,98,51,50,0.62595419847328248597,0.40000000000000002220,0.96969696969696972388,0.56637168141592930670
static dynamic closure_compiler,131,33,80,32,98,51,50,0.62595419847328248597,0.40000000000000002220,0.96969696969696972388,0.56637168141592930670
static dynamic closure_compiler npm_cg,131,33,79,32,98,52,51,0.63358778625954192965,0.40506329113924050001,0.96969696969696972388,0.57142857142857139685
static dynamic closure_compiler npm_cg tajs,131,33,78,32,98,53,52,0.64122137404580148434,0.41025641025641024218,0.96969696969696972388,0.57657657657657657158
static dynamic closure_compiler npm_cg tajs acg,131,33,49,25,98,82,74,0.75572519083969469378,0.51020408163265307255,0.75757575757575756903,0.60975609756097559622
static dynamic closure_compiler npm_cg acg,131,33,50,25,98,81,73,0.74809160305343513908,0.50000000000000000000,0.75757575757575756903,0.60240963855421691964
static dynamic closure_compiler tajs,131,33,78,32,98,53,52,0.64122137404580148434,0.41025641025641024218,0.96969696969696972388,0.57657657657657657158
static dynamic closure_compiler tajs acg,131,33,49,25,98,82,74,0.75572519083969469378,0.51020408163265307255,0.75757575757575756903,0.60975609756097559622
